Category,Length,Views,Rate
Entertainment,416,849,5
People & Blogs,457,441,4.89
Gaming,1047,992,4.93
People & Blogs,127,761,4.63
Music,251,11880,5
Entertainment,597,867,5
Comedy,175,903,4.93
Comedy,155,214,4.97
People & Blogs,111,1585,4.79
Entertainment,104,2089,5
Music,659,1254,4.88
Comedy,283,1207,4.8
Film & Animation,220,1109,4.97
Nonprofits & Activism,598,3568,5
People & Blogs,211,240,4.91
Music,283,1701,5
Film & Animation,89,6051,4.76
Entertainment,123,50770,4.68
Sports,311,2778,4.8
Music,188,43188,4.71
Entertainment,477,2080,4.94
Entertainment,76,2208,5
People & Blogs,596,28601,4.76
Entertainment,96,10936,4.17
Comedy,127,70530,4.89
Entertainment,69,17573,4.79
Comedy,291,35520,4.52
Music,175,9216,4.94
Entertainment,193,17997,4.31
Autos & Vehicles,90,36528,2.64
News & Politics,50,16091,4.84
Entertainment,85,3463,4.75
Science & Technology,64,206,5
Sports,73,4,5
Gaming,289,3,0
Film & Animation,173,2,0
Entertainment,35,1,0
Gaming,349,14,0
Education,508,2,0
Entertainment,397,0,0
People & Blogs,136,0,0
Pets & Animals,19,1,0
Gaming,31,1,0
Entertainment,541,11,5
Howto & Style,25,0,0
Music,76,214,4.92
Comedy,600,0,0
People & Blogs,237,0,0
Music,459,0,0
Sports,9,0,0
Film & Animation,123,1,0
News & Politics,215,0,0
Music,143,0,0
Music,226,15,0
People & Blogs,14,0,0
Entertainment,48,0,0
Music,242,0,0
Howto & Style,464,0,0
Pets & Animals,135,1,0
People & Blogs,266,3,0
Music,220,0,0
Music,217,0,0
Entertainment,46,0,0
Music,30,1,0
Music,460,0,0
Comedy,238,1,0
Music,292,0,0
Gaming,52,0,0
Comedy,91,2,0
Film & Animation,227,1,0
Music,647,1,0
Entertainment,15,38,0
Comedy,210,0,0
Sports,2,1,0
Music,282,1,0
Sports,11,0,0
Travel & Events,19,0,0
Music,257,0,0
Education,38,2,0
Entertainment,22,0,0
Howto & Style,49,0,0
Comedy,127,0,0
Pets & Animals,197,0,0
Music,228,13,0
Film & Animation,150,1,0
Entertainment,156,0,0
Music,137,1,0
Howto & Style,122,3,0
Entertainment,241,1,0
Gaming,199,4,0
Education,32,2,0
Comedy,17,0,0
Education,91,0,0
Entertainment,314,4,0
Music,210,1,0
Comedy,93,3,0
Entertainment,94,7,0
Comedy,244,5,0
Music,309,0,0
Howto & Style,54,0,0
Music,195,0,0
Entertainment,323,5,0
Entertainment,591,2,0
Entertainment,198,4,0
Gaming,25,3,0
Entertainment,59,0,0
Comedy,131,0,0
Gaming,97,0,0
Music,48,4,0
Entertainment,535,2,0
Gaming,53,1,0
Autos & Vehicles,4,1,0
Comedy,63,4,0
Entertainment,87,0,0
Entertainment,127,2,0
Travel & Events,102,1,0
Comedy,23,0,0
Sports,131,2,0
News & Politics,112,5,0
Entertainment,36,1,0
Comedy,51,1,0
Comedy,40,0,0
Film & Animation,244,1,0
Entertainment,20,0,0
Entertainment,129,2,0
People & Blogs,183,3,0
Comedy,142,1,0
Music,217,2,0
Education,247,3,0
Science & Technology,429,15,5
Comedy,26,0,0
Comedy,67,14659,4.41
Comedy,103,6512,4.7
People & Blogs,193,6896,4.54
Music,70,8543,4.89
Comedy,225,4304,4.67
Entertainment,590,11618,4.97
Comedy,144,7300,4.73
People & Blogs,82,2496,4.94
Comedy,423,3524,4.9
Comedy,143,7130,4.84
Comedy,165,2301,4.6
Entertainment,2454,2654,4.96
Science & Technology,67,4154,4.84
Education,601,572,2.88
Entertainment,32,147,4
Entertainment,660,2170,4.8
People & Blogs,260,450,5
Entertainment,89,92315,4.94
Gaming,179,220,0
Pets & Animals,342,143,5
Film & Animation,175,148,5
Education,282,521,3.27
Entertainment,52,54,5
Film & Animation,297,46,5
Entertainment,114,323028,4.64
People & Blogs,1025,148560,4.68
Entertainment,75,49249,4.66
People & Blogs,124,31926,4.51
Entertainment,173,82539,4.62
Comedy,336,31011,4.71
Entertainment,351,38945,4.79
People & Blogs,469,73283,4.5
Music,275,59525,4.27
Sports,82,6281,4.81
Entertainment,492,41370,4.77
Entertainment,522,8993,5
Entertainment,522,8039,5
People & Blogs,665,36710,4.69
Sports,124,1713,4.95
Gaming,160,11199,4.93
Comedy,150,11801,4.04
Nonprofits & Activism,118,1010,4.92
Entertainment,599,4874,4.86
Comedy,412,704,4.99
Music,228,1254,4.81
Entertainment,589,3136,5
Entertainment,234,1310,4.94
Entertainment,106,2487,5
People & Blogs,158,972,4.83
People & Blogs,97,771,4.55
People & Blogs,60,1376,5
Education,52,929,5
Entertainment,157,1302,4.92
Sports,186,1340,4.38
Music,141,90156,4.92
Autos & Vehicles,366,4307,4.89
Film & Animation,306,971,4.98
Entertainment,532,1828,5
Film & Animation,660,769,4.98
Comedy,174,212,4.93
Music,96,280348,4.05
People & Blogs,246,2201,4.5
Music,123,49471,4.6
Entertainment,119,38013,4.62
Film & Animation,549,4266,4.98
Music,249,1642,5
Gaming,103,19279,3.86
Science & Technology,148,49453,4.66
Entertainment,635,11135,4.94
Sports,139,2373,5
Entertainment,224,379384,4.55
Entertainment,39,107254,4.46
Entertainment,583,6353,4.93
Music,8,14,0
Music,5,1,0
Music,93,2,0
Comedy,278,1,0
Film & Animation,29,1,0
Music,193,0,0
Education,326,1,0
Entertainment,248,0,0
Music,179,0,0
Music,126,0,0
People & Blogs,492,0,0
Pets & Animals,125,2,0
Entertainment,331,0,0
Sports,118,1,0
Music,38,1,0
Comedy,39,2,0
Autos & Vehicles,28,2,0
Music,231,0,0
Music,287,3,0
People & Blogs,189,2,0
Entertainment,88,0,0
Music,165,7,0
Pets & Animals,39,0,0
People & Blogs,85,0,0
Education,319,13,0
Gaming,91,3,0
Travel & Events,11,2,0
Music,319,0,0
Comedy,37,0,0
Education,540,0,0
Film & Animation,75,0,0
Entertainment,300,9,0
Music,460,3,0
Pets & Animals,1,0,0
Sports,72,0,0
Music,361,0,0
People & Blogs,598,0,0
Music,88,1,0
Pets & Animals,32,0,0
Comedy,8,0,0
People & Blogs,288,2,0
Comedy,161,5,0
Film & Animation,319,1,0
Music,580,0,0
Autos & Vehicles,43,7,0
Comedy,53,0,0
Entertainment,5,0,0
Music,115,3,0
Music,274,1,0
Autos & Vehicles,14,0,0
Entertainment,68,8,0
Entertainment,319,0,0
Music,202,7,5
Pets & Animals,86,1,0
Music,82,0,0
Entertainment,136,2,0
People & Blogs,221,0,0
People & Blogs,324,0,0
Gaming,92,0,0
Sports,66,0,0
Entertainment,53,9,0
People & Blogs,60,1,0
Music,329,3,0
People & Blogs,15,0,0
Entertainment,41,0,0
Music,123,1,0
Comedy,41,0,0
People & Blogs,34,0,0
Comedy,40,4,0
People & Blogs,84,2,5
Comedy,445,0,0
Film & Animation,571,4,0
Sports,275,1,0
Entertainment,28,4,0
Autos & Vehicles,8,0,0
Entertainment,195,1,0
News & Politics,582,1,0
Music,168,0,0
Music,253,23,0
People & Blogs,600,0,0
Music,117,0,0
Music,3,0,0
Music,496,4,0
Music,304,0,0
People & Blogs,81,0,0
Entertainment,99,11,0
People & Blogs,129,0,0
People & Blogs,38,0,0
Music,232,0,0
Education,568,0,0
Education,578,1,0
Music,596,2,5
People & Blogs,328,1,0
Howto & Style,48,0,0
Music,231,0,0
People & Blogs,68,7,0
Comedy,15,2,0
Gaming,325,60042,4.02
Entertainment,285,19828,4.7
Film & Animation,89,21247,4.97
Entertainment,316,12403,4.95
Comedy,198,4122,4.96
People & Blogs,227,2171,3.65
People & Blogs,499,13583,4.93
Gaming,274,8062,4.87
Entertainment,255,9615,4.29
Pets & Animals,106,326,5
Entertainment,600,1484,4.97
Music,183,11808,4.9
Comedy,144,7975,4.76
Education,221,750,2.24
Entertainment,261,10226,3.48
News & Politics,595,4144,4.75
Gaming,201,11381,4.6
Entertainment,264,5756,3.88
Autos & Vehicles,913,2325,4.91
Film & Animation,75,4673,5
Entertainment,83,2184,4.52
Music,112,11274,4.82
Comedy,48,164874,4.04
Education,58,979,4.75
Comedy,238,380,3.2
Entertainment,92,352,4.58
Entertainment,75,224,5
Education,181,296,5
Entertainment,86,1664,4.11
Comedy,354,631,3.5
Entertainment,89,4772,5
Gaming,196,1038,4.48
Entertainment,233,218268,4.6
Entertainment,175,144378,4.72
Entertainment,137,147677,4.73
Comedy,214,149230,3.83
People & Blogs,548,153953,4.27
Comedy,202,89682,3.58
Music,245,116986,3.98
News & Politics,220,113046,4.53
Entertainment,678,57974,4.66
Gaming,211,128120,3.2
Entertainment,590,59573,4.9
Entertainment,600,53371,4.88
People & Blogs,362,76058,4.79
Music,245,54625,3.6
Comedy,240,97377,4.86
Music,238,54441,4.92
Entertainment,1127,32224,4.84
Music,263,66203,4.62
Entertainment,593,44658,4.87
Entertainment,569,52152,4.66
Entertainment,360,264777,4.78
Music,229,333694,4.58
Entertainment,372,5417,4.96
Entertainment,75,5035,4.85
Entertainment,206,875,4.91
Entertainment,86,2158,5
Entertainment,180,7048,4.64
Entertainment,180,4686,4.81
Entertainment,206,21372,4.39
Entertainment,180,4129,4.94
People & Blogs,121,1345,4.63
Comedy,44,796,4.92
Entertainment,401,4483,4.97
Education,557,988,4.98
Entertainment,435,2437,4.92
Pets & Animals,184,11198,3.25
Autos & Vehicles,246,167337,4.04
Film & Animation,88,13169,4.33
Music,218,53632,4.7
Entertainment,551,2533,5
People & Blogs,22,16754,4.76
People & Blogs,271,87708,4.43
Music,146,14389,4.85
Science & Technology,392,126346,4.83
Music,259,19920,4.77
Sports,18,62283,5
Entertainment,645,9111,4.53
Music,494,2583,5
Music,330,1188,5
Music,263,5083,5
Comedy,83,5,0
Comedy,43,4,5
Entertainment,149,10,5
Sports,101,1,0
Entertainment,153,1,0
Entertainment,70,25,0
Gaming,13,1,0
Entertainment,5,9,0
Music,215,4,0
Gaming,409,3,0
Sports,37,1,0
Music,91,6,0
Sports,29,0,0
Entertainment,13,6,0
Music,209,5,5
People & Blogs,0,0,0
Autos & Vehicles,598,22,5
Music,287,0,0
Music,298,0,0
People & Blogs,122,2,0
Entertainment,32,0,0
Music,54,8,0
People & Blogs,257,0,0
Music,259,0,0
Entertainment,115,1,0
Comedy,21,15,0
Music,119,0,0
Entertainment,357,7,0
Comedy,5,2,1
Entertainment,195,0,0
People & Blogs,29,46,0
People & Blogs,49,0,0
News & Politics,206,0,0
Comedy,95,4,0
Entertainment,66,0,0
Gaming,257,2,0
Music,216,5,0
Film & Animation,300,0,0
Entertainment,86,0,0
Gaming,365,0,0
Entertainment,51,32,5
Film & Animation,149,1,0
Entertainment,189,13,0
Sports,110,1,0
People & Blogs,154,1,0
People & Blogs,220,1,0
Gaming,26,2,0
Film & Animation,316,5,5
Music,259,0,0
Howto & Style,334,0,0
People & Blogs,601,2,0
Film & Animation,21,1,0
Entertainment,200,23,0
Film & Animation,634,6,0
People & Blogs,156,0,0
Entertainment,61,27,0
Music,310,0,0
Entertainment,27,0,0
Entertainment,135,3,0
Music,108,1,0
Comedy,102,0,0
Comedy,491,1,0
Comedy,5,9,5
Music,217,0,0
Music,226,1,0
Music,298,0,0
Gaming,406,2,0
Nonprofits & Activism,165,0,0
Music,199,0,0
Entertainment,51,6,0
People & Blogs,377,0,0
Music,198,4,0
Entertainment,235,0,0
Entertainment,237,5,0
People & Blogs,49,0,0
Gaming,39,5,0
Education,646,4,0
People & Blogs,124,1,0
Gaming,245,9,0
People & Blogs,59,0,0
Travel & Events,407,2,0
Entertainment,396,0,0
Comedy,125,0,0
Education,330,1,0
Music,127,2,0
Entertainment,561,1,0
Music,342,28,5
Music,259,0,0
Comedy,155,2,0
Entertainment,55,2,0
Entertainment,249,1,0
Entertainment,108,1,0
Nonprofits & Activism,177,65,5
Entertainment,130,3,0
Comedy,74,5,0
Music,125,1,0
Music,236,11865,4.89
Comedy,116,19912,4.53
Entertainment,61,73788,4.73
Entertainment,50,322,5
Music,268,834,4.96
People & Blogs,641,1737,4.86
Science & Technology,787,8058,4.86
Howto & Style,289,1251,4.8
Music,224,3266,4.93
News & Politics,127,3502,4.6
Autos & Vehicles,410,6055,4.56
Film & Animation,563,1275,4.96
People & Blogs,277,1495,4.88
Pets & Animals,199,578,4.85
Music,156,876,4.89
Entertainment,349,3534,4.62
Film & Animation,202,2767,5
Autos & Vehicles,390,4866,4.87
Entertainment,66,1419,4.91
People & Blogs,49,2333,4.89
Entertainment,35,1301,3.47
Music,129,201,5
Film & Animation,177,153,5
Film & Animation,97,222,5
News & Politics,28,739,4.94
Film & Animation,41,183,5
Film & Animation,175,370,4.75
Nonprofits & Activism,275,267,4.91
Gaming,43,153,5
Nonprofits & Activism,116,570,4.97
Music,263,142091,4.47
Comedy,151,262630,4.82
Entertainment,275,84118,4.81
Entertainment,456,88229,4.92
People & Blogs,167,130252,4.23
People & Blogs,550,93517,4.65
Science & Technology,41,73168,2.99
Pets & Animals,57,100280,4.94
Entertainment,301,71201,4.7
Entertainment,171,23556,4.89
Entertainment,422,20466,4.89
Pets & Animals,70,43069,4.52
Entertainment,95,61663,4.7
Entertainment,192,28968,4.93
Entertainment,421,19203,4.79
Film & Animation,570,67492,4.86
Music,209,54272,4
Music,179,84827,4.15
Entertainment,426,17136,5
Music,273,1225458,4.63
Music,592,167262,4.75
Education,147,282995,4.91
Entertainment,77,1397,4.86
Comedy,113,4319,4.78
Entertainment,187,4474,4.83
Entertainment,341,6786,4.67
Gaming,53,16588,4.88
Entertainment,252,585,4.89
News & Politics,292,191,4.92
Gaming,113,1547,4.94
Entertainment,215,274,4.98
Entertainment,134,755,5
Music,246,544,4.9
People & Blogs,255,683,4.78
Music,208,6624,4.21
Music,188,385,4.85
 UNA ,246,9605,4.87
People & Blogs,288,873,4.87
Film & Animation,600,2714,4.92
Nonprofits & Activism,249,777,4.9
Comedy,230,330,5
Entertainment,86,68743,3.97
Film & Animation,570,49608,4.86
Film & Animation,441,25792,5
Sports,583,76411,4.69
Film & Animation,540,4317,5
Entertainment,245,117955,4.9
Entertainment,379,35003,4.91
Comedy,165,44668,4.45
News & Politics,181,18346,4.97
News & Politics,2184,41963,4.64
Entertainment,193,44724,4.8
Gaming,85,33048,3.98
Comedy,76,45562,2.5
Entertainment,518,23465,4.88
People & Blogs,318,14506,4
Film & Animation,600,5068,5
Music,373,0,0
Music,330,43,0
People & Blogs,68,0,0
Music,358,3,0
Travel & Events,194,1,0
Comedy,80,0,0
Music,261,0,0
Music,276,0,0
Music,235,1,0
Music,176,0,0
Music,87,0,0
Entertainment,9,1,0
Entertainment,599,2,0
Music,237,0,0
Entertainment,61,4,0
Music,291,0,0
People & Blogs,119,5,0
Entertainment,12,0,0
Music,246,0,0
Music,168,2,0
Gaming,79,0,0
Music,12,0,0
Music,154,0,0
People & Blogs,162,0,0
Music,404,0,0
Music,198,0,0
Entertainment,312,0,0
Music,319,0,0
People & Blogs,140,0,0
Gaming,95,1,0
Comedy,137,5,0
Sports,0,0,0
Gaming,148,3,0
Music,242,0,0
Music,323,0,0
Music,203,0,0
Music,48,0,0
Music,0,0,0
Howto & Style,55,0,0
Gaming,58,0,0
Music,269,0,0
Music,272,0,0
Music,142,0,0
People & Blogs,391,10,5
Entertainment,100,1,0
Music,249,0,0
Music,0,0,0
Music,246,0,0
Gaming,175,0,0
Music,228,0,0
Entertainment,326,15,0
Music,247,0,0
Music,254,0,0
Entertainment,600,0,0
Music,224,0,0
Music,249,1,0
Music,313,0,0
Music,241,0,0
Music,250,0,0
Music,204,14,5
Music,0,0,0
Music,249,0,0
News & Politics,110,0,0
Entertainment,173,0,0
Music,195,2,0
Music,311,0,0
Music,353,0,0
Music,229,0,0
Entertainment,160,0,0
Gaming,253,3,0
Music,327,0,0
News & Politics,260,0,0
Music,225,0,0
Music,216,0,0
Music,206,0,0
Music,162,0,0
Music,264,0,0
Music,249,0,0
Music,167,0,0
Music,385,1,0
Music,192,0,0
Music,192,0,0
Music,222,0,0
Entertainment,31,0,0
Travel & Events,29,0,0
Comedy,154,3,5
Music,191,0,0
Entertainment,47,0,0
Comedy,34,0,0
Music,381,0,0
Music,205,0,0
Music,214,1,0
Music,181,0,0
Music,310,0,0
Entertainment,73,0,0
People & Blogs,120,1,0
Music,405,0,0
Sports,41,0,0
Music,254,1,0
Music,283,0,0
Sports,241,1091,5
Gaming,37,8179,4.79
Comedy,149,15161,4.87
Comedy,144,11868,4.95
Comedy,219,3315,4.84
Comedy,106,2474,5
Entertainment,364,2625,4.95
Entertainment,263,2333,4.92
News & Politics,315,45960,4.76
People & Blogs,5,375,5
Music,272,380,4.93
Sports,515,10223,4.82
People & Blogs,599,1504,5
Science & Technology,64,3658,4.75
Science & Technology,57,3466,4.8
Pets & Animals,46,706,4.02
Music,104,518,4.92
People & Blogs,227,1013,4.62
Film & Animation,834,112647,4.66
Film & Animation,294,5739,3.48
Comedy,34,224,4.53
Film & Animation,368,331967,4.8
News & Politics,163,741,4.98
News & Politics,59,419,4.85
Entertainment,93,659,2.73
Education,12,345,4.86
Nonprofits & Activism,19,355,4.93
News & Politics,160,1216,4.32
Music,101,213,5
Entertainment,157,156626,4.77
People & Blogs,399,226080,4.02
Comedy,49,58304,4.88
Film & Animation,23,234426,3.59
Gaming,333,61356,4.94
Entertainment,246,65607,4.8
Entertainment,81,146098,2.75
Entertainment,577,62922,4.88
Comedy,561,347225,4.05
Film & Animation,124,98882,4.79
Music,269,115033,3.63
Music,223,59241,4.51
Entertainment,394,26251,4.82
Music,258,82460,4.81
Entertainment,522,10387,4.56
Gaming,311,63166,4.45
Science & Technology,128,31701,4.51
Autos & Vehicles,274,45214,4.26
Gaming,190,529346,2.4
Entertainment,163,252353,4.74
Entertainment,19,352032,4.22
Music,236,412717,4.75
Music,151,500732,3.69
Music,175,281239,4.41
Music,247,290950,3.87
Pets & Animals,155,809514,4.9
Entertainment,308,7482,5
Music,114,1856,4.9
Music,179,1161,4.77
Entertainment,142,8358,5
Film & Animation,12,279,5
Entertainment,186,1068,5
Entertainment,372,2903,4.89
Film & Animation,423,2773,4.78
Entertainment,303,3269,4.44
Entertainment,530,2877,5
Music,237,1896,4.4
Entertainment,523,2640,5
Entertainment,571,2419,5
Music,247,122780,4.41
Gaming,75,15649,4.92
Travel & Events,154,1521,4.98
Entertainment,581,1111,4.74
Autos & Vehicles,352,5004,4.84
Howto & Style,295,12226,4.97
Film & Animation,660,773,5
News & Politics,129,293,4.9
Comedy,258,358,4.97
People & Blogs,358,391,4.83
Autos & Vehicles,379,4071,4.9
Music,373,7428,5
Comedy,202,9511,4.02
Autos & Vehicles,371,26420,3.95
Film & Animation,601,104610,4.78
News & Politics,34,3343,1
Music,207,4431,4.79
Music,186,9650,4.81
Comedy,84,28454,4.81
Gaming,82,176758,3.95
Film & Animation,140,643718,4.74
News & Politics,262,44809,4.35
News & Politics,1638,99205,4.35
Film & Animation,20,71,0
Comedy,64,48,0
Entertainment,151,0,0
Entertainment,79,84,2
Nonprofits & Activism,0,0,0
Gaming,169,0,0
Comedy,145,0,0
Music,166,0,0
Comedy,235,0,0
Music,15,18,1
Autos & Vehicles,37,4,0
Gaming,66,0,0
Music,184,0,0
People & Blogs,0,0,0
Gaming,348,4,0
Music,145,2,0
Education,224,0,0
Travel & Events,0,0,0
People & Blogs,240,31,0
People & Blogs,55,9,0
Music,139,0,0
Music,0,0,0
Sports,122,0,0
Entertainment,80,2,0
Entertainment,263,3,5
Science & Technology,326,1,0
Sports,99,2,0
Howto & Style,284,4,0
Music,61,2,0
Comedy,18,32,0
Howto & Style,238,0,0
Comedy,207,1,0
People & Blogs,9,0,0
Music,50,2,0
Music,315,0,0
Gaming,96,0,0
Music,0,0,0
Autos & Vehicles,90,31,0
Music,248,0,0
Entertainment,0,0,0
Gaming,488,16,0
Pets & Animals,42,4,0
People & Blogs,127,12,5
Entertainment,481,1,0
Gaming,130,14,0
News & Politics,159,5,0
Gaming,382,1,0
Comedy,115,0,0
Entertainment,65,0,0
Gaming,285,0,0
Film & Animation,226,11,5
Nonprofits & Activism,121,0,0
Music,201,1,0
Entertainment,581,0,0
Entertainment,34,0,0
People & Blogs,9,0,0
Comedy,109,0,0
Entertainment,0,0,0
People & Blogs,575,4,0
Music,164,0,0
Music,109,1,0
Gaming,602,0,0
People & Blogs,70,3,0
Gaming,13,0,0
Entertainment,544,12,5
Travel & Events,34,0,0
Entertainment,316,0,0
People & Blogs,23,2,0
Comedy,112,2,0
Entertainment,400,1,0
Comedy,200,3,5
People & Blogs,17,2,0
Entertainment,118,0,0
Film & Animation,216,0,0
Music,240,0,0
Entertainment,30,0,0
Music,235,0,0
Entertainment,0,0,0
Pets & Animals,72,2,0
Film & Animation,227,0,0
Film & Animation,74,8,0
Entertainment,195,8,0
Pets & Animals,0,0,0
Nonprofits & Activism,81,0,0
Pets & Animals,34,0,0
Pets & Animals,89,1,0
Entertainment,11,4,0
Entertainment,579,12,5
Comedy,32,0,0
Music,182,1,0
Music,327,0,0
Music,471,2,0
Entertainment,78,32,5
Comedy,32,0,0
Comedy,18,2,0
Music,52,2,0
Gaming,220,1,0
Comedy,241,9471,4.9
People & Blogs,476,4099,4.86
People & Blogs,190,5056,4.74
Comedy,197,3513,4.87
People & Blogs,344,3814,4.34
People & Blogs,62,1512,4.23
People & Blogs,82,2228,4.87
Autos & Vehicles,216,12086,4.92
People & Blogs,266,534,5
Science & Technology,110,3780,3.54
Comedy,282,4978,4.94
Entertainment,102,1856,4.68
Music,270,1269,4.58
Music,188,1116,4.65
Comedy,196,909,4.72
Comedy,69,1703,4.8
Music,378,338,5
Entertainment,210,254,4.89
Film & Animation,37,1796,4.31
Entertainment,77,299,5
Music,77,309,5
Nonprofits & Activism,596,397,4.69
Science & Technology,348,904,4.8
Comedy,287,259062,4.66
Entertainment,92,140848,4.42
Music,102,8257,4.64
Music,458,7651,4.79
People & Blogs,691,208811,4.44
Music,218,127157,4.34
Music,89,7383,4.91
Music,215,7650,5
Music,187,6508,5
Entertainment,146,71432,4.93
Sports,189,45016,3.86
Music,464,5731,4.92
Comedy,56,85210,3.65
Music,159,5656,5
Entertainment,167,80621,4.03
Music,233,4611,5
Music,140,4579,4.96
Music,33,4994,5
Entertainment,447,29252,4.75
Music,366,3937,5
People & Blogs,801,12875,4.7
Howto & Style,430,3844,4.9
Music,322,8597,4.79
Music,601,8165,4.87
Music,507,7137,5
Howto & Style,432,4051,4.65
Film & Animation,242,634,4.75
Music,322,1576,4.93
Entertainment,601,4754,4.94
People & Blogs,456,2473,4.97
Sports,387,1068,4.91
People & Blogs,517,1351,4.98
Comedy,112,265,4.26
Entertainment,182,720,4.95
People & Blogs,265,13589,4.11
Music,261,2281,4.67
Entertainment,604,5537,4.85
Entertainment,204,341869,4.2
Entertainment,222,7971,4.89
Music,597,31940,3.31
Music,354,15725,4.76
Film & Animation,119,19066,3.31
People & Blogs,649,10403,5
Music,189,27842,4.68
Music,277,14021,4.73
People & Blogs,531,10724,5
Comedy,16,11377,4
People & Blogs,648,9890,5
Film & Animation,94,1665,4.5
Film & Animation,622,7632,5
Music,135,34,0
Film & Animation,78,17,0
Howto & Style,0,0,0
Music,202,6,0
Entertainment,69,0,0
People & Blogs,106,8,0
People & Blogs,27,0,0
Music,141,3,0
Entertainment,268,0,0
Entertainment,50,0,0
Education,454,0,0
Entertainment,56,1,0
Autos & Vehicles,25,0,0
Music,15,18,0
Entertainment,605,40,5
Comedy,0,0,0
Entertainment,467,5,5
Entertainment,240,4,5
People & Blogs,138,14,0
Howto & Style,88,2,0
Music,272,0,0
Music,153,95,5
Film & Animation,251,0,0
Entertainment,226,2,0
Entertainment,329,5,0
Sports,397,3,0
Autos & Vehicles,13,0,0
Entertainment,27,1,0
Gaming,120,0,0
Entertainment,224,0,0
Comedy,63,1,0
Travel & Events,72,0,0
Entertainment,22,0,0
Sports,20,0,0
Music,256,1,0
Education,0,0,0
Entertainment,208,1,0
Howto & Style,197,0,0
